,Latinsk navn,Norsk navn,Antall,Input,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,Artsgruppe,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_id
371,Deschampsia cespitosa glauca,elvebunke,1,Deschampsia cespitosa glauca,132278,99991,Deschampsia cespitosa glauca,(Hartm.) Hartm.,subspecies,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Deschampsia,,,,Plantae Magnoliophyta Monocots Poales Poaceae Deschampsia Deschampsia cespitosa,elvebunke,elvebunke,,2703146
372,Dianthus superbus,silkenellik,2,Dianthus superbus,61452,101492,Dianthus superbus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Dianthus,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Dianthus,silkenellik,silkenellik,,6363496
373,Diapensia lapponica,fjellpryd,3,Diapensia lapponica,146099,101766,Diapensia lapponica,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ericales,Diapensiaceae,Diapensia,,,,Plantae Magnoliophyta Eudicots Ericales Diapensiaceae Diapensia,fjellpryd,fjellpryd,,5333323
374,Dicranella heteromalla,smaragdgrøftemose,1,Dicranella heteromalla,181350,104159,Dicranella heteromalla,(Hedw.) Schimp.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranellaceae,Dicranella,,,,Plantae Bryophyta Bryopsida Dicranales Dicranellaceae Dicranella,smaragdgrøftemose,smaragdgrøftemose,,5281431
375,Dicranodontium denudatum,fleinljåmose,4,Dicranodontium denudatum,188082,104249,Dicranodontium denudatum,(Brid.) E.Britton,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Dicranodontium,,,,Plantae Bryophyta Bryopsida Dicranales Leucobryaceae Dicranodontium,fleinljåmose,fleinljåmose,,2675239
376,Dicranum angustum,grassigd,1,Dicranum angustum,181419,104168,Dicranum angustum,Lindb.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,grassigd,grassigd,,4278752
377,Dicranum bonjeanii,pjusksigd,4,Dicranum bonjeanii,181454,104169,Dicranum bonjeanii,De Not.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,pjusksigd,pjusksigd,,2675482
378,Dicranum drummondii,kjempesigd,2,Dicranum drummondii,181403,104171,Dicranum drummondii,Müll.Hal.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,kjempesigd,kjempesigd,,2675458
379,Dicranum fuscescens,bergsigd,32,Dicranum fuscescens,181418,104177,Dicranum fuscescens,Sm.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,bergsigd,bergsigd,,8132213
380,Dicranum leioneuron,akssigd,1,Dicranum leioneuron,181277,104180,Dicranum leioneuron,Kindb.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,akssigd,akssigd,,2675426
381,Dicranum majus,blanksigd,9,Dicranum majus,181368,104181,Dicranum majus,Sm.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,blanksigd,blanksigd,,2675427
382,Dicranum polysetum,krussigd,14,Dicranum polysetum,181453,104183,Dicranum polysetum,Sw. ex anon.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,krussigd,krussigd,,2675494
383,Dicranum scoparium,ribbesigd,43,Dicranum scoparium,181428,104184,Dicranum scoparium,Hedw.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,ribbesigd,ribbesigd,,2675446
384,Dicranum spurium,rabbesigd,3,Dicranum spurium,181433,104187,Dicranum spurium,Hedw.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,rabbesigd,rabbesigd,,2675434
385,Didymodon tophaceus,tungekurlemose,1,Didymodon tophaceus,188124,104909,Didymodon tophaceus,(Brid.) Lisa,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Didymodon,,,,Plantae Bryophyta Bryopsida Dicranales Pottiaceae Didymodon,tungekurlemose,tungekurlemose,,5280231
386,Digitalis purpurea,revebjelle,1,Digitalis purpurea,62464,102504,Digitalis purpurea,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Plantaginaceae,Digitalis,,,,Plantae Magnoliophyta Eudicots Lamiales Plantaginaceae Digitalis,revebjelle,revebjølle,,5414995
387,Dimelaena oreina,(blank),1,Dimelaena oreina,49539,73566,Dimelaena oreina,(Ach.) Norman,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Physciaceae,Dimelaena,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Physciaceae Dimelaena,,,,2609294
388,Diobelonella palustris,kildesildremose,3,Diobelonella palustris,200761,213862,Diobelonella palustris,(Dicks.) Ochyra,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Aongstroemiaceae,Diobelonella,,,,Plantae Bryophyta Bryopsida Dicranales Aongstroemiaceae Diobelonella,kildesildremose,kjeldesildremose,,7598487
389,Diphasiastrum alpinum,fjelljamne,6,Diphasiastrum alpinum,132326,103841,Diphasiastrum alpinum,(L.) Holub,species,,,Karplanter,Plantae,Pteridophyta,Lycopsida,Lycopodiales,Lycopodiaceae,Diphasiastrum,,,,Plantae Pteridophyta Lycopsida Lycopodiales Lycopodiaceae Diphasiastrum,fjelljamne,fjelljamne,,2688420
390,Diplophyllum albicans,stripefoldmose,2,Diplophyllum albicans,183840,105383,Diplophyllum albicans,(L.) Dumort.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Diplophyllum,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Scapaniaceae Diplophyllum,stripefoldmose,stripefoldmose,,5286350
391,Diploschistes gypsaceus,(blank),2,Diploschistes gypsaceus,176519,77756,Diploschistes gypsaceus,(Ach.) Zahlbr.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Thelotremataceae,Diploschistes,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Ostropales Thelotremataceae Diploschistes,,,,2602097
392,Distichium capillaceum,puteplanmose,19,Distichium capillaceum,188021,104200,Distichium capillaceum,(Hedw.) Bruch & Schimp.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Distichiaceae,Distichium,,,,Plantae Bryophyta Bryopsida Dicranales Distichiaceae Distichium,puteplanmose,puteplanmose,,2675901
393,Draba alpina,gullrublom,5,Draba alpina,61145,101185,Draba alpina,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,gullrublom,gullrublom,,3049444
394,Draba arctica,melrublom,2,Draba arctica,144077,101186,Draba arctica,J.Vahl,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,melrublom,mjølrublom,,3049881
395,Draba corymbosa,puterublom,1,Draba corymbosa,132411,101192,Draba corymbosa,R.Br. ex DC.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,puterublom,puterublom,,3050163
396,Draba fladnizensis,alperublom,2,Draba fladnizensis,61154,101194,Draba fladnizensis,Wulfen,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,alperublom,alperublom,,3049571
397,Draba hirta hirta,skredrublom,1,Draba hirta hirta,200135,213168,Draba hirta hirta,,variety,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba Draba hirta,skredrublom,skredrublom,,7292151
398,Draba incana,lodnerublom,5,Draba incana,132430,101198,Draba incana,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,lodnerublom,lodnerublom,,3049770
399,Draba lactea,lapprublom,1,Draba lactea,132444,101199,Draba lactea,Adams,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,lapprublom,lapprublom,,3049757
400,Draba micropetala,polarrublom,3,Draba micropetala,132447,101200,Draba micropetala,Hook.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,polarrublom,polarrublom,,3050148
401,Draba nivalis,snørublom,2,Draba nivalis,132449,101203,Draba nivalis,Lilj.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,snørublom,snørublom,,3049612
402,Draba oxycarpa,bleikrublom,1,Draba oxycarpa,132458,101206,Draba oxycarpa,Sommerf.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,bleikrublom,bleikrublom,,3049679
403,Draba pauciflora,tundrarublom,3,Draba pauciflora,132461,101207,Draba pauciflora,R.Br.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,tundrarublom,tundrarublom,,3050272
404,Draba rupestris,bergrublom,2,Draba rupestris,209251,156525,Draba rupestris,W.T.Aiton,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,bergrublom,bergrublom,,3049396
405,Draba subcapitata,halvkulerublom,2,Draba subcapitata,61168,101208,Draba subcapitata,Simmons,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,halvkulerublom,halvkulerublom,,3050177
406,Draba verna,vårrublom,2,Draba verna,132466,101209,Draba verna,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,vårrublom,vårrublom,,7473187
407,Dracocephalum ruyschiana,dragehode,3,Dracocephalum ruyschiana,62245,102285,Dracocephalum ruyschiana,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Dracocephalum,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Dracocephalum,dragehode,drakehovud,,3901967
408,Drepanocladus brevifolius,polargulmose,2,Drepanocladus brevifolius,187214,194499,Drepanocladus brevifolius,(Lindb.) Warnst.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus,,,,Plantae Bryophyta Bryopsida Hypnales Amblystegiaceae Drepanocladus,polargulmose,polargulmose,,5710878
409,Drepanocladus trifarius,navargulmose,4,Drepanocladus trifarius,187605,144860,Drepanocladus trifarius,(F.Weber & D.Mohr) Broth.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus,,,,Plantae Bryophyta Bryopsida Hypnales Amblystegiaceae Drepanocladus,navargulmose,navargulmose,,7768329
410,Drosera anglica,smalsoldogg,2,Drosera anglica,61574,101614,Drosera anglica,Huds.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Droseraceae,Drosera,,,,Plantae Magnoliophyta Eudicots Caryophyllales Droseraceae Drosera,smalsoldogg,smalsoldogg,,3190932
411,Drosera intermedia,dikesoldogg,1,Drosera intermedia,61575,101615,Drosera intermedia,Hayne,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Droseraceae,Drosera,,,,Plantae Magnoliophyta Eudicots Caryophyllales Droseraceae Drosera,dikesoldogg,dikesoldogg,,3191157
412,Drosera rotundifolia,rundsoldogg,3,Drosera rotundifolia,61576,101616,Drosera rotundifolia,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Droseraceae,Drosera,,,,Plantae Magnoliophyta Eudicots Caryophyllales Droseraceae Drosera,rundsoldogg,rundsoldogg,,3191030
413,Dryas octopetala,reinrose,14,Dryas octopetala,63263,103303,Dryas octopetala,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Dryas,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Dryas,reinrose,reinrose,,4889932
414,Drymochloa sylvatica,skogsvingel,3,Drymochloa sylvatica,132514,145690,Drymochloa sylvatica,(Pollich) Holub,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Drymochloa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Drymochloa,skogsvingel,skogsvingel,,4120440
415,Dryopteris expansa,sauetelg,10,Dryopteris expansa,132554,103904,Dryopteris expansa,(C.Presl) Fraser-Jenk. & Jermy,species,,,Karplanter,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Dryopteridaceae Dryopteris,sauetelg,sauetelg,,5275102
416,Dryopteris filix-mas,ormetelg,5,Dryopteris filix-mas,132563,103906,Dryopteris filix-mas,(L.) Schott,species,,,Karplanter,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Dryopteridaceae Dryopteris,ormetelg,ormetelg,,5275132
417,Dupontia fisheri,tundragras,2,Dupontia fisheri,145006,99998,Dupontia fisheri,R.Br.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Dupontia,,,,Plantae Magnoliophyta Monocots Poales Poaceae Dupontia,tundragras,tundragras,,5289773
418,Elatine,evjeblomarter,1,Elatine,62573,102613,Elatine,L.,genus,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Malpighiales,Elatinaceae,,,,,Plantae Magnoliophyta Eudicots Malpighiales Elatinaceae,evjeblomslekta,evjeblomslekta,,3189645
419,Eleocharis acicularis,nålesivaks,1,Eleocharis acicularis,132600,99749,Eleocharis acicularis,(L.) Roem. & Schult.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Cyperaceae,Eleocharis,,,,Plantae Magnoliophyta Monocots Poales Cyperaceae Eleocharis,nålesivaks,nålesivaks,,2717570
420,Eleocharis quinqueflora,småsivaks,2,Eleocharis quinqueflora,132630,99758,Eleocharis quinqueflora,(Hartmann) O.Schwarz,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Cyperaceae,Eleocharis,,,,Plantae Magnoliophyta Monocots Poales Cyperaceae Eleocharis,småsivaks,småsivaks,,2717493
421,Eleocharis uniglumis,fjæresivaks,1,Eleocharis uniglumis,132641,99759,Eleocharis uniglumis,(Link) Schult.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Cyperaceae,Eleocharis,,,,Plantae Magnoliophyta Monocots Poales Cyperaceae Eleocharis,fjæresivaks,fjøresivaks,,2717910
422,Elymus caninus,hundekveke,7,Elymus caninus,145012,100011,Elymus caninus,(L.) L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Elymus,,,,Plantae Magnoliophyta Monocots Poales Poaceae Elymus,hundekveke,hundekveke,,5290319
423,Elytrigia juncea,strandkveke,1,Elytrigia juncea,202931,100021,Elytrigia juncea,(L.) Nevski,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Elytrigia,,,,Plantae Magnoliophyta Monocots Poales Poaceae Elytrigia,strandkveke,strandkveke,,2704160
424,Elytrigia repens,kveke,9,Elytrigia repens,145022,100023,Elytrigia repens,(L.) Nevski,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Elytrigia,,,,Plantae Magnoliophyta Monocots Poales Poaceae Elytrigia,kveke,kveke,,2706649
425,Empetrum nigrum,krekling,37,Empetrum nigrum,144376,101783,Empetrum nigrum,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Empetrum,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Empetrum,krekling,krekling,,8925249
426,Encalypta rhaptocarpa,rødklokkemose,1,Encalypta rhaptocarpa,184159,104322,Encalypta rhaptocarpa,Schwägr.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Encalyptales,Encalyptaceae,Encalypta,,,,Plantae Bryophyta Bryopsida Encalyptales Encalyptaceae Encalypta,rødklokkemose,raudklokkemose,,5280154
427,Encalypta streptocarpa,storklokkemose,1,Encalypta streptocarpa,184162,104324,Encalypta streptocarpa,Hedw.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Encalyptales,Encalyptaceae,Encalypta,,,,Plantae Bryophyta Bryopsida Encalyptales Encalyptaceae Encalypta,storklokkemose,storklokkemose,,5280149
428,Encalypta vulgaris,småklokkemose,1,Encalypta vulgaris,181898,104325,Encalypta vulgaris,Hedw.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Encalyptales,Encalyptaceae,Encalypta,,,,Plantae Bryophyta Bryopsida Encalyptales Encalyptaceae Encalypta,småklokkemose,småklokkemose,,8350824
429,Enchylium polycarpon,skålglye,2,Enchylium polycarpon,104601,145026,Enchylium polycarpon,(Hoffm.) Otálora et al.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Enchylium,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Collemataceae Enchylium,skålglye,,,8639340
430,Enterographa zonata,beltelav,2,Enterographa zonata,41861,65888,Enterographa zonata,(Körb.) Källsten,species,,,Lav,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Enterographa,,,,Fungi Ascomycota Pezizomycotina Arthoniomycetes Arthoniales Roccellaceae Enterographa,beltelav,,,8034713
431,Epilobium alsinifolium,kildemjølke,6,Epilobium alsinifolium,132828,102833,Epilobium alsinifolium,Vill.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Myrtales,Onagraceae,Epilobium,,,,Plantae Magnoliophyta Eudicots Myrtales Onagraceae Epilobium,kildemjølke,kjeldemjølke,,3189158
432,Epilobium anagallidifolium,dvergmjølke,6,Epilobium anagallidifolium,132829,102834,Epilobium anagallidifolium,Lam.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Myrtales,Onagraceae,Epilobium,,,,Plantae Magnoliophyta Eudicots Myrtales Onagraceae Epilobium,dvergmjølke,dvergmjølke,,3189068
433,Epilobium ciliatum,amerikamjølke,7,Epilobium ciliatum,62796,102836,Epilobium ciliatum,Raf.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Myrtales,Onagraceae,Epilobium,,,,Plantae Magnoliophyta Eudicots Myrtales Onagraceae Epilobium,amerikamjølke,amerikamjølke,,9188840
434,Epilobium collinum,bergmjølke,4,Epilobium collinum,132847,102839,Epilobium collinum,C.C.Gmel.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Myrtales,Onagraceae,Epilobium,,,,Plantae Magnoliophyta Eudicots Myrtales Onagraceae Epilobium,bergmjølke,bergmjølke,,3666788
435,Epilobium hornemannii,setermjølke,5,Epilobium hornemannii,62802,102842,Epilobium hornemannii,Rchb.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Myrtales,Onagraceae,Epilobium,,,,Plantae Magnoliophyta Eudicots Myrtales Onagraceae Epilobium,setermjølke,setermjølke,,3189153
436,Epilobium lactiflorum,hvitmjølke,4,Epilobium lactiflorum,62804,102844,Epilobium lactiflorum,Hausskn.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Myrtales,Onagraceae,Epilobium,,,,Plantae Magnoliophyta Eudicots Myrtales Onagraceae Epilobium,hvitmjølke,kvitmjølke,,3189174
437,Epilobium palustre,myrmjølke,5,Epilobium palustre,144537,102848,Epilobium palustre,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Myrtales,Onagraceae,Epilobium,,,,Plantae Magnoliophyta Eudicots Myrtales Onagraceae Epilobium,myrmjølke,myrmjølke,,3189080
438,Epipactis atrorubens,rødflangre,6,Epipactis atrorubens,132880,99508,Epipactis atrorubens,(Hoffm.) Besser,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Epipactis,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Epipactis,rødflangre,raudflangre,,5318958
439,Epipactis helleborine,breiflangre,1,Epipactis helleborine,144627,99509,Epipactis helleborine,(L.) Crantz,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Epipactis,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Epipactis,breiflangre,breiflangre,,8998684
440,Equisetum arvense,åkersnelle,22,Equisetum arvense,63914,103954,Equisetum arvense,L.,species,,,Karplanter,Plantae,Pteridophyta,Sphenopsida,Equisetales,Equisetaceae,Equisetum,,,,Plantae Pteridophyta Sphenopsida Equisetales Equisetaceae Equisetum,åkersnelle,åkersnelle,,7924597
441,Equisetum arvense alpestre,polarsnelle,4,Equisetum arvense alpestre,132915,103955,Equisetum arvense alpestre,(Wahlenb.) Schönsw. & Elven,subspecies,,,Karplanter,Plantae,Pteridophyta,Sphenopsida,Equisetales,Equisetaceae,Equisetum,,,,Plantae Pteridophyta Sphenopsida Equisetales Equisetaceae Equisetum Equisetum arvense,polarsnelle,polarsnelle,,2687923
442,Equisetum fluviatile,elvesnelle,2,Equisetum fluviatile,132921,103957,Equisetum fluviatile,L.,species,,,Karplanter,Plantae,Pteridophyta,Sphenopsida,Equisetales,Equisetaceae,Equisetum,,,,Plantae Pteridophyta Sphenopsida Equisetales Equisetaceae Equisetum,elvesnelle,elvesnelle,,2687937
443,Equisetum palustre,myrsnelle,4,Equisetum palustre,63920,103960,Equisetum palustre,L.,species,,,Karplanter,Plantae,Pteridophyta,Sphenopsida,Equisetales,Equisetaceae,Equisetum,,,,Plantae Pteridophyta Sphenopsida Equisetales Equisetaceae Equisetum,myrsnelle,myrsnelle,,2687932
444,Equisetum pratense,engsnelle,3,Equisetum pratense,63921,103961,Equisetum pratense,Ehrh.,species,,,Karplanter,Plantae,Pteridophyta,Sphenopsida,Equisetales,Equisetaceae,Equisetum,,,,Plantae Pteridophyta Sphenopsida Equisetales Equisetaceae Equisetum,engsnelle,engsnelle,,2687942
445,Equisetum scirpoides,dvergsnelle,5,Equisetum scirpoides,132940,103962,Equisetum scirpoides,Michx.,species,,,Karplanter,Plantae,Pteridophyta,Sphenopsida,Equisetales,Equisetaceae,Equisetum,,,,Plantae Pteridophyta Sphenopsida Equisetales Equisetaceae Equisetum,dvergsnelle,dvergsnelle,,2687948
446,Equisetum sylvaticum,skogsnelle,8,Equisetum sylvaticum,132941,103963,Equisetum sylvaticum,L.,species,,,Karplanter,Plantae,Pteridophyta,Sphenopsida,Equisetales,Equisetaceae,Equisetum,,,,Plantae Pteridophyta Sphenopsida Equisetales Equisetaceae Equisetum,skogsnelle,skogsnelle,,2687929
